ID,Author_Name,Years,Author_ID,Title,Year,School,School_ID,Department_free_text,Department_broad_category,Department CBID,Subject_broad,Root_dissertation,Advisor_Name_1,Advisor_ID_1,Advisor_Role_1,Advisor_Name_2,Advisor_ID_2,Advisor_Role_2,Advisor_Name_3,Advisor_ID_3,Advisor_Role_3,Advisor_Name_4,Advisor_ID_4,Advisor_Role_4,Advisor_Name_5,Advisor_ID_5,Advisor_Role_5,Advisor_Name_6,Advisor_ID_6,Advisor_Role_6,Advisor_Name_7,Advisor_ID_7,Advisor_Role_7,Advisor_Name_8,Advisor_ID_8,Advisor_Role_8,Category_ID,Source Notes,Edition_Details
COMB_001147,"Gottdenker, Paula",,CBA000038894,"In the beginning: Approaches to the problem of the origin of life, Antiquity to the 1870s",1974,University of Kansas,CBA000115061,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115931,,
COMB_001148,"La Follette, Marcel Chotkowski",,CBA000057156,"Authority, promise, and expectation: The images of science and scientists in American popular magazines, 1910-1955",1979,Indiana University,CBA000118764,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_001149,"Zirnis, Peter",,CBA000113371,The <em>Kitab Usṭuqus al-Uss</em> of Jābir ibn Hayyān,1979,New York University,CBA000120730,,,,,,"Peters, F. E.",CBA000079103,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118594,,Advisor: F. E. Peters
COMB_001150,"Allison, David K.",,CBA000001588,The origin of radar at the Naval Research Laboratory: A case study of mission-oriented research and development,1980,Princeton University,CBA000115251,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116316,,
COMB_001151,"Barnett, Francis J.",,CBA000005487,“The exantlation of truth”: Ways of knowing in the works of Sir Thomas Browne,1980,University of Southwestern Louisiana,CBA000162722,,,,,,"Dichmann, Mary E.",CBA000025580,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115619,,Director: Mary E. Dichmann
COMB_001152,"Meagher, Laura R.",,CBA000067805,The influence of Darwinian theory upon biological research in the late 19th century,1979,Duke University,CBA000120251,,,,,,"Wilbur, Henry",CBA000109730,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: Henry Wilbur
COMB_001153,"Turpin, Barbara M.",,CBA000103945,"The discovery of the electron: The evolution of a scientific concept, 1800-1899",1980,University of Notre Dame,CBA000139094,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115824,,
COMB_001154,"Loose, Patrice K.",,CBA000061905,Roger Bacon on perception: A reconstruction and critical analysis of the theory of visual perception expounded in the <em>Opus majus</em>,1979,Ohio State University,CBA000115204,,,,,,"Machamer, Peter K.",CBA000063260,Advisor,"Turnbull, Robert G.",CBA000103859,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisors: Peter K. Machamer; Robert G. Turnbull
COMB_001155,"MacDonald, Michael P.",,CBA000063186,Madness and healing in 17th-century England,1979,Stanford University,CBA000115400,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116048,,
COMB_001156,"Jones, Richard A. L.",,CBA000051111,"Mysticism and science: A comparative study of the claims about reality in Western natural science, Theravāda Buddhism, and Advaita Vedānta",1980,Columbia University,CBA000119793,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115696,,
COMB_001157,"Kelly, Nora",,CBA000052961,"In wildest Africa: The preservation of game in Kenya, 1895-1933",1979,Simon Fraser University,CBA000162400,,,,,,"Stigger, Philip",CBA000098546,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: Philip Stigger
COMB_001158,"Woller, Raymond M.",,CBA000111123,Science and metaphysics: Harré's philosophy of science,1979,University of Iowa,CBA000115031,,,,,,"Addis, Laird",CBA000000511,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115610,,Supervisor: Laird Addis
COMB_001159,"Kaplan, Barbara Beigun",,CBA000052080,The medical writings of Robert Boyle: Medical philosophy in mid-17th century England,1979,University of Maryland,CBA000162495,,,,,,"Haber, Francis C.",CBA000041428,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115610,,Supervisor: Francis C. Haber
COMB_001160,"Caplan, Arthur L.",,CBA000016086,Philosophical issues concerning the modern synthetic theory of evolution,1980,Columbia University,CBA000119793,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115610,,
COMB_001161,"McHenry, James P.",,CBA000067338,"“Still to tend plant, herb and flour”: Horticulture and botany in the poetry of John Milton",1994,Ohio University,CBA000162367,,,,,,"Flannagan, Roy",CBA000032387,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,Director: Roy Flannagan
COMB_001162,"Douglas, Susan J.",,CBA000026814,"Exploring pathways in the ether: The formative years of radio in America, 1896-1912",1979,Brown University,CBA000114166,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116314,,
COMB_001163,"Lewis, Jane E.",,CBA000060334,"The politics of motherhood: Child and maternal welfare in England, 1906-1939",1979,University of Western Ontario (Canada),CBA000162544,,,,,,"Thompson, N.",CBA000101935,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor: N. Thompson
COMB_001164,"Miller, Richard B.",,CBA000069625,Force and substance: A study of the interrelation of dynamics and metaphysics in Leibniz,1982,Rutgers University,CBA000115316,,,,,,"Bolton, Martha Brandt",CBA000146153,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,Supervisor: Martha Brandt Bulton
COMB_001165,"Robischon, Mary M.",,CBA000086073,Scientific instrument makers in London during the 17th and 18th centuries,1983,University of Michigan,CBA000115143,,,,,,"Price, Jacob M.",CBA000081804,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115749,,Chairman: Jacob M. Price
COMB_001166,"Chapman, Paul D.",,CBA000017918,"Schools as sorters: Lewis M. Terman and the intelligence testing movement, 1890-1930",1980,Stanford University,CBA000115400,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_001167,"Hamlin, Christopher S.",,CBA000042245,"What became of pollution? Adversary science and the controversy in the self-purification of rivers in Britain, 1850-1900",1982,"University of Wisconsin, Madison",CBA000162546,History of Science,,,,,"Ihde, Aaron J.",CBA000048805,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116225,,Supervisor: Aaron J. Ihde
COMB_001168,"Bordo, Susan R.",,CBA000010997,The flight to objectivity: Essays on Cartesianism and culture,1982,State University of New York at Stony Brook,CBA000162413,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,
COMB_001169,"Reider, Jonathan P.",,CBA000084174,The origins of sociology in France: The historical discontinuity of the counterrevolution,1983,Stanford University,CBA000115400,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_001170,"MacDougall, Heather A.",,CBA000063200,"Health is wealth: The development of public health activity in Toronto, 1832-1900",1982,University of Toronto,CBA000115427,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115653,,
COMB_001171,"Paterson, Timothy H.",,CBA000077749,The politics of Baconian science: An analysis of Bacon's <em>New Atlantis</em>,1982,Yale University,CBA000115552,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115612,,
COMB_001172,"Brandt, Allan M.",,CBA000012184,"No magic bullet: A social history of venereal disease in the United States, 1880-1980",1983,Columbia University,CBA000119793,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116077,,
COMB_001173,"Schaberg, Robert A.",,CBA000090327,Providence and necessity: The world view of Joseph Priestley,1979,Saint Louis University,CBA000162392,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115696,,
COMB_001174,"Geller, Jeffrey L.",,CBA000036213,Diagnosing psychoanalysis: Wittgenstein's criticism of Freud's theory,1982,Duke University,CBA000120251,,,,,,"Peach, Bernard",CBA000078104,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,Supervisor: Bernard Peach
COMB_001175,"Ulrich, Dennis N.",,CBA000104227,"Samuel P. Hildreth: Physician and scientist on the American frontier, 1783-1863",1983,Miami University,CBA000162350,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_001176,"Cahan, David L.",,CBA000015323,"The Physikalisch-Technische Reichsanstalt: A study in the relations of science, technology, and industry in Imperial Germany",1980,Johns Hopkins University,CBA000135399,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115800,,
COMB_001177,"Dutton, Jeffrey E.",,CBA000027954,"Institutional inbreeding and mobility as correlates of the professional role, scholarly performance, and institutional reward of academic scientists",1979,Florida State University,CBA000134143,,,,,,"Bayer, Alan E.",CBA000006437,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115654,,Major professor: Alan E. Bayer
COMB_001178,"Champagne, Ruth J.",,CBA000017737,The role of five 18th-century French mathematicians in the development of the metric system,1979,Columbia University,CBA000119793,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115751,,
COMB_001179,"Pratt, Minnie B.",,CBA000081604,Sir Thomas Browne and the Hermetic maze: The structure of the <em>Religio medici</em>,1979,University of North Carolina at Chapel Hill,CBA000162511,,,,,,"Voitle, Robert",CBA000106276,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115762,,Supervisor: Robert Voitle
COMB_001180,"Hatch, Robert Alan",,CBA000043437,"Ismael Boulliau (1605-1694), astronomer, savant: An inventory of the collection Boulliau (BN, FF, 13019-13059), with a biographical introduction",1978,"University of Wisconsin, Madison",CBA000162546,,,,,,"Lindberg, David C.",CBA000060879,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: David C. Lindberg
COMB_001181,"Greenberg, John L.",,CBA000039713,"Alexis Fontaine des Bertins, Alexis-Claude Clairaut, integral calculus, and the earth's shape, 1730-1743: An episode in the history of the role of mathematics in the rise of science",1979,"University of Wisconsin, Madison",CBA000162546,,,,,,"Siegel, Daniel M.",CBA000094420,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115913,,Supervisor: Daniel M. Siegel
COMB_001182,"Weng, Julie Mccormick",,CBA350102672,Irish Modernism and the Machine,2016,University of Illinois at Urbana-Champaign,CBA000162488,,,,,,"Mahaffey, Vicki",CBA042050980,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130294,,
COMB_001183,"Leibowitz, Flora L.",,CBA000059292,Aspects of ether theory: A study in the philosophy of science,1979,Johns Hopkins University,CBA000135399,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115818,,
COMB_001184,Diophantus,,CBA000025966,"The Arabic text of books IV to VII of Diophantus' <em>Arithemetica</em> in the translation of Qustā Ibn Lūqā, with translation and commentary [by] Sesiano, Jacques",1975,Brown University,CBA000114166,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118594,,
COMB_001185,"Morsink, Johannes",,CBA000071586,Science and dialectic in Aristotle: A philosophical study of the <em>Generation of animals</em>,1975,"University of Wisconsin, Madison",CBA000162546,,,,,,"Penner, Terrence M. I.",CBA000078565,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,Supervisor: Terrence M. I. Penner
COMB_001186,"Eaton, Muzza",,CBA000028184,The response of scientific societies to the report on scientific freedom and responsibility of the American Association for the Advancement of Science,1979,New York University,CBA000120730,,,,,,"Rutherford, F. James",CBA000088482,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115691,,Chairman: F. James Rutherford
COMB_001187,"Klos, Sarah F.",,CBA000054538,"Reform initiatives in American maternal health services, 1900-1940",1979,Harvard University,CBA000114966,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_001188,"Miller, James L.",,CBA000069555,Vision of the cosmic dance in Western literature from Plato to Jean de Meun,1979,University of Toronto,CBA000115427,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115884,,
COMB_001189,"Interrante, Joseph A.",,CBA000049077,"A movable feast: The automobile and the spatial transformation of American culture, 1890-1940",1983,Harvard University,CBA000114966,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115683,,
COMB_001190,"Furukawa, Yasu",,CBA000034730,"Staudinger, Carothers, and the emergence of macromolecular chemistry",1983,University of Oklahoma,CBA000119141,,,,,,"Nye, Mary Jo",CBA000074929,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Major Professor: Mary Jo Nye
COMB_001191,"Haghi, Seyyed M.",,CBA000041669,"Matter, life, consciousness: The interrelation of science, religion, and reality in the philosophy of Henri Bergson",1983,Harvard University,CBA000114966,,,,,,"Hiebert, Erwin N.",CBA000045517,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115696,,
COMB_001192,"Herzog, Patricia S.",,CBA000045210,Conscious and unconscious: A critical examination of the psychological concepts in Freud's theory of mind,1983,Harvard University,CBA000114966,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,
COMB_001193,"Gottschall, Carl",,CBA000038927,An examination and evaluation of the historical importance of the principal innovative contributions to formal logic of Augustus De Morgan,1980,New York University,CBA000120730,,,,,,"Zlot, William L.",CBA000162193,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000130305,,Chairman: William Zlot
COMB_001194,"Mottus, Jane E.",,CBA000071821,"New York Nightingales: The emergence of the nursing profession at Bellevue and New York Hospital, 1850-1920",1980,New York University,CBA000120730,,,,,,"Bender, Thomas",CBA000007510,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116032,,Advisor: Thomas Bender
COMB_001195,"Cangi, Ellen Corwin",,CBA000015924,"Principles before practice: The reform of medical education in Cincinnati before and after the Flexner Report, 1870-1930",1983,"Cincinnati, University of",CBA000119213,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115645,,
COMB_001196,"Meyer, Phyllis Anderson",,CBA000068944,The last <em>per se</em>: The Delaney cancer clause in United States food regulation,1983,"University of Wisconsin, Madison",CBA000162546,History of Science,,,,,"Ihde, Aaron J.",CBA000048805,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116207,,Supervisor: Aaron J. Ihde
COMB_001197,"Hobbes, Thomas",,CBA000046101,"A minute or first draught of the Optiques: A critical edition [by] Stroud, Elaine Condouris",1983,"University of Wisconsin, Madison",CBA000162546,,,,,,"Lindberg, David C.",CBA000060879,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: David C. Lindberg
COMB_001198,"Sloss, Gail S.",,CBA000095466,The methods of science: The social side,1983,"Cincinnati, University of",CBA000119213,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115612,,
COMB_001199,"Willis, Kirk",,CBA000110196,"Bertrand Russell: An intellectual biography, 1872-1914",1982,"University of Wisconsin, Madison",CBA000162546,,,,,,"James D. Donnelly, Jr",CBA000151869,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,"Supervisor: James D. Donnelly, Jr"
COMB_001200,"Kline, Ronald R.",,CBA000054491,Charles P. Steinmetz and the development of electrical engineering science,1983,"University of Wisconsin, Madison",CBA000162546,,,,,,"Reynolds, Terry S.",CBA000084690,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116256,,Supervisor: Terry S. Reynolds
COMB_001201,"Minton, Tyree G.",,CBA000069912,The history of the nature-study movement and its role in the development of environmental education,1980,University of Massachusetts Amherst,CBA000162497,,,,,,"Lockwood, Linda G.",CBA000061584,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115940,,Director: Linda G. Lockwood
COMB_001202,"Lerner, Erdmut",,CBA000059794,Adapting to evolution: The impact of scientific thought on the works of Gaskell and Trollope,1983,Northwestern University,CBA000162366,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,
COMB_001203,"Wiswall, Dorothy Roller",,CBA000110766,A comparison of selected poetic and scientific works of Albrecht von Haller,1979,University of Michigan,CBA000115143,,,,,,"Graf, Otto G.",CBA000039179,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Chairman: Otto G. Graf
COMB_001204,"Abel, Donald C.",,CBA000000111,Freud as moral philosopher: His implicit theory and an Aristotelian critique,1983,Northwestern University,CBA000162366,,,,,,"Allen, Reginald E.",CBA000001536,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000118585,,Director: Reginald E. Allen
COMB_001205,"Riesman, Janet A.",,CBA000085276,"The origins of American political economy, 1690-1781",1983,Brown University,CBA000114166,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,
COMB_001206,"Melosh, Barbara",,CBA000068228,"“Skilled hands, cool heads, and warm hearts”: Nurses and nursing, 1920-1960",1979,Brown University,CBA000114166,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116032,,
COMB_001207,"Koppel, Richard M.",,CBA000055376,"English satire on science, 1660-1750",1978,University of Rochester,CBA000162521,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115697,,
COMB_001208,"Weisberger, Richard W.",,CBA000108429,"The cultural and organizational functions of Speculative Freemasonry during the Enlightenment: A study of the craft in London, Paris, Prague, and Vienna",1980,University of Pittsburgh,CBA000115244,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000115660,,
COMB_001209,"Allison, Paul D.",,CBA000001599,Processes of stratification in science,1976,"University of Wisconsin, Madison",CBA000162546,,,,,,"Hagstrom, Warren O.",CBA000041680,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Supervisor: Warren O. Hagstrom
COMB_001210,"Kulik, Gary B.",,CBA000056567,"The beginnings of the industrial revolution in America: Pawtucket, Rhode Island, 1672-1829",1980,Brown University,CBA000114166,,,,,,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,,,Advisor,CBA000116216,,
